route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
4419_48887,115,4419_4416,Tallaght,376.SuBH.93-RED-y11-,0,4419_7778148_Txc110323,4419_34
4419_48887,112,4419_4417,Tallaght,456.MF-BH.93-RED-y11,0,4419_7778148_Txc110442,4419_32
4419_48887,112,4419_4424,Saggart,451.MF-BH.93-RED-y11,0,4419_7778148_Txc110437,4419_22
4419_48887,115,4419_4425,Saggart,377.SuBH.93-RED-y11-,0,4419_7778148_Txc110325,4419_37
4419_48887,115,4419_4430,Saggart,371.SuBH.93-RED-y11-,0,4419_7778148_Txc110313,4419_22
4419_48887,113,4419_4435,Saggart,348.Sat.93-RED-y11-1,0,4419_7778148_Txc110217,4419_22
4419_48887,114,4419_4436,Saggart,348.gf.93-RED-y11-16,0,4419_7778148_Txc110219,4419_22
4419_48887,113,4419_4439,Tallaght,355.Sat.93-RED-y11-1,0,4419_7778148_Txc110249,4419_19
4419_48886,115,4419_444,Brides Glen,107.SuBH.93-GRN-y11-,0,4419_7778148_Txc104646,4419_1
4419_48887,114,4419_4440,Tallaght,355.gf.93-RED-y11-16,0,4419_7778148_Txc110251,4419_33
4419_48887,115,4419_4443,Tallaght,378.SuBH.93-RED-y11-,0,4419_7778148_Txc110327,4419_34
4419_48887,112,4419_4444,Saggart,453.MF-BH.93-RED-y11,0,4419_7778148_Txc110439,4419_22
4419_48887,112,4419_4445,Tallaght,458.MF-BH.93-RED-y11,0,4419_7778148_Txc110444,4419_32
4419_48887,115,4419_4450,Saggart,373.SuBH.93-RED-y11-,0,4419_7778148_Txc110317,4419_22
4419_48887,113,4419_4455,Saggart,350.Sat.93-RED-y11-1,0,4419_7778148_Txc110229,4419_22
4419_48887,114,4419_4456,Saggart,350.gf.93-RED-y11-16,0,4419_7778148_Txc110231,4419_22
4419_48887,113,4419_4459,Tallaght,357.Sat.93-RED-y11-1,0,4419_7778148_Txc110257,4419_19
4419_48887,114,4419_4460,Tallaght,357.gf.93-RED-y11-16,0,4419_7778148_Txc110259,4419_33
4419_48887,115,4419_4463,Saggart,375.SuBH.93-RED-y11-,0,4419_7778148_Txc110321,4419_22
4419_48887,115,4419_4464,Tallaght,379.SuBH.93-RED-y11-,0,4419_7778148_Txc110329,4419_34
4419_48887,112,4419_4465,Saggart,455.MF-BH.93-RED-y11,0,4419_7778148_Txc110441,4419_22
4419_48887,112,4419_4466,Tallaght,460.MF-BH.93-RED-y11,0,4419_7778148_Txc110450,4419_32
4419_48887,113,4419_4475,Saggart,352.Sat.93-RED-y11-1,0,4419_7778148_Txc110237,4419_22
4419_48887,114,4419_4476,Saggart,352.gf.93-RED-y11-16,0,4419_7778148_Txc110239,4419_22
4419_48887,113,4419_4479,Tallaght,359.Sat.93-RED-y11-1,0,4419_7778148_Txc110265,4419_19
4419_48887,114,4419_4480,Tallaght,359.gf.93-RED-y11-16,0,4419_7778148_Txc110267,4419_33
4419_48887,113,4419_4483,Tallaght,361.Sat.93-RED-y11-1,0,4419_7778148_Txc110277,4419_19
4419_48887,114,4419_4484,Tallaght,361.gf.93-RED-y11-16,0,4419_7778148_Txc110279,4419_33
4419_48887,112,4419_4485,Saggart,457.MF-BH.93-RED-y11,0,4419_7778148_Txc110443,4419_22
4419_48887,112,4419_4486,Tallaght,462.MF-BH.93-RED-y11,0,4419_7778148_Txc110452,4419_32
4419_48887,113,4419_4489,Saggart,354.Sat.93-RED-y11-1,0,4419_7778148_Txc110245,4419_22
4419_48886,112,4419_449,Brides Glen,275.MF-BH.93-GRN-y11,0,4419_7778148_Txc105265,4419_5
4419_48887,114,4419_4490,Saggart,354.gf.93-RED-y11-16,0,4419_7778148_Txc110247,4419_22
4419_48887,113,4419_4493,Saggart,356.Sat.93-RED-y11-1,0,4419_7778148_Txc110253,4419_22
4419_48887,114,4419_4494,Saggart,356.gf.93-RED-y11-16,0,4419_7778148_Txc110255,4419_22
4419_48887,112,4419_4495,Saggart,459.MF-BH.93-RED-y11,0,4419_7778148_Txc110445,4419_22
4419_48887,113,4419_4498,Tallaght,363.Sat.93-RED-y11-1,0,4419_7778148_Txc110285,4419_19
4419_48887,114,4419_4499,Tallaght,363.gf.93-RED-y11-16,0,4419_7778148_Txc110287,4419_33
4419_48886,112,4419_45,Brides Glen,204.MF-BH.93-GRN-y11,0,4419_7778148_Txc105030,4419_5
4419_48886,113,4419_450,Brides Glen,178.Sat.93-GRN-y11-1,0,4419_7778148_Txc104937,4419_5
4419_48887,112,4419_4500,Tallaght,464.MF-BH.93-RED-y11,0,4419_7778148_Txc110454,4419_32
4419_48887,112,4419_4503,Saggart,465.MF-BH.93-RED-y11,0,4419_7778148_Txc110455,4419_35
4419_48887,113,4419_4504,Saggart,364.Sat.93-RED-y11-1,0,4419_7778148_Txc110289,4419_24
4419_48887,114,4419_4505,Saggart,364.gf.93-RED-y11-16,0,4419_7778148_Txc110291,4419_36
4419_48887,113,4419_4508,Saggart,358.Sat.93-RED-y11-1,0,4419_7778148_Txc110261,4419_22
4419_48887,114,4419_4509,Saggart,358.gf.93-RED-y11-16,0,4419_7778148_Txc110263,4419_22
4419_48886,114,4419_451,Brides Glen,178.gf.93-GRN-y11-16,0,4419_7778148_Txc104938,4419_5
4419_48887,113,4419_4512,Tallaght,365.Sat.93-RED-y11-1,0,4419_7778148_Txc110293,4419_19
4419_48887,114,4419_4513,Tallaght,365.gf.93-RED-y11-16,0,4419_7778148_Txc110295,4419_33
4419_48887,112,4419_4514,Saggart,461.MF-BH.93-RED-y11,0,4419_7778148_Txc110451,4419_22
4419_48887,112,4419_4515,Tallaght,466.MF-BH.93-RED-y11,0,4419_7778148_Txc110456,4419_32
4419_48887,113,4419_4518,Saggart,360.Sat.93-RED-y11-1,0,4419_7778148_Txc110273,4419_22
4419_48887,114,4419_4519,Saggart,360.gf.93-RED-y11-16,0,4419_7778148_Txc110275,4419_22
4419_48887,113,4419_4522,Saggart,362.Sat.93-RED-y11-1,0,4419_7778148_Txc110281,4419_22
4419_48887,114,4419_4523,Saggart,362.gf.93-RED-y11-16,0,4419_7778148_Txc110283,4419_22
4419_48887,113,4419_4524,Tallaght,366.Sat.93-RED-y11-1,0,4419_7778148_Txc110297,4419_19
4419_48887,114,4419_4525,Tallaght,366.gf.93-RED-y11-16,0,4419_7778148_Txc110299,4419_33
4419_48887,112,4419_4526,Saggart,463.MF-BH.93-RED-y11,0,4419_7778148_Txc110453,4419_22
4419_48887,112,4419_4527,Tallaght,467.MF-BH.93-RED-y11,0,4419_7778148_Txc110457,4419_32
4419_48887,112,4419_4537,The Point,1.MF-BH.93-RED-y11-1,1,4419_7778148_Txc109114,4419_38
4419_48887,112,4419_4538,The Point,2.MF-BH.93-RED-y11-1,1,4419_7778148_Txc109556,4419_50
4419_48887,112,4419_4539,Belgard,3.MF-BH.93-RED-y11-1,1,4419_7778148_Txc110000,4419_40
4419_48887,112,4419_4540,The Point,4.MF-BH.93-RED-y11-1,1,4419_7778148_Txc110358,4419_50
4419_48887,112,4419_4541,Belgard,5.MF-BH.93-RED-y11-1,1,4419_7778148_Txc110470,4419_40
4419_48887,113,4419_4542,The Point,1.Sat.93-RED-y11-16.,1,4419_7778148_Txc109115,4419_38
4419_48887,114,4419_4543,The Point,1.gf.93-RED-y11-16.3,1,4419_7778148_Txc109117,4419_38
4419_48887,112,4419_4547,The Point,7.MF-BH.93-RED-y11-1,1,4419_7778148_Txc110558,4419_50
4419_48887,112,4419_4548,The Point,6.MF-BH.93-RED-y11-1,1,4419_7778148_Txc110514,4419_38
4419_48887,112,4419_4549,Belgard,8.MF-BH.93-RED-y11-1,1,4419_7778148_Txc110602,4419_40
4419_48886,112,4419_455,Sandyford,278.MF-BH.93-GRN-y11,0,4419_7778148_Txc105268,4419_4
4419_48887,112,4419_4550,The Point,11.MF-BH.93-RED-y11-,1,4419_7778148_Txc109162,4419_43
4419_48887,113,4419_4551,The Point,2.Sat.93-RED-y11-16.,1,4419_7778148_Txc109557,4419_38
4419_48887,114,4419_4552,The Point,2.gf.93-RED-y11-16.3,1,4419_7778148_Txc109559,4419_38
4419_48887,112,4419_4553,Connolly,9.MF-BH.93-RED-y11-1,1,4419_7778148_Txc110646,4419_44
4419_48887,112,4419_4557,Belgard,12.MF-BH.93-RED-y11-,1,4419_7778148_Txc109206,4419_40
4419_48887,112,4419_4558,The Point,10.MF-BH.93-RED-y11-,1,4419_7778148_Txc109118,4419_38
4419_48887,113,4419_4559,The Point,3.Sat.93-RED-y11-16.,1,4419_7778148_Txc110001,4419_51
4419_48886,115,4419_456,Brides Glen,108.SuBH.93-GRN-y11-,0,4419_7778148_Txc104650,4419_1
4419_48887,114,4419_4560,The Point,3.gf.93-RED-y11-16.4,1,4419_7778148_Txc110003,4419_52
4419_48887,112,4419_4564,The Point,14.MF-BH.93-RED-y11-,1,4419_7778148_Txc109294,4419_43
4419_48887,112,4419_4565,Belgard,15.MF-BH.93-RED-y11-,1,4419_7778148_Txc109338,4419_40
4419_48887,112,4419_4566,Connolly,13.MF-BH.93-RED-y11-,1,4419_7778148_Txc109250,4419_44
4419_48887,113,4419_4567,Belgard,4.Sat.93-RED-y11-16.,1,4419_7778148_Txc110359,4419_40
4419_48887,114,4419_4568,Belgard,4.gf.93-RED-y11-16.7,1,4419_7778148_Txc110361,4419_40
4419_48887,112,4419_4572,The Point,17.MF-BH.93-RED-y11-,1,4419_7778148_Txc109426,4419_43
4419_48887,112,4419_4573,Belgard,18.MF-BH.93-RED-y11-,1,4419_7778148_Txc109470,4419_40
4419_48887,113,4419_4574,The Point,5.Sat.93-RED-y11-16.,1,4419_7778148_Txc110471,4419_51
4419_48887,114,4419_4575,The Point,5.gf.93-RED-y11-16.4,1,4419_7778148_Txc110473,4419_52
4419_48887,112,4419_4579,Connolly,16.MF-BH.93-RED-y11-,1,4419_7778148_Txc109382,4419_44
4419_48887,112,4419_4580,The Point,20.MF-BH.93-RED-y11-,1,4419_7778148_Txc109560,4419_43
4419_48887,112,4419_4581,Connolly,21.MF-BH.93-RED-y11-,1,4419_7778148_Txc109604,4419_41
4419_48887,115,4419_4582,The Point,1.SuBH.93-RED-y11-16,1,4419_7778148_Txc109116,4419_56
4419_48887,112,4419_4586,The Point,19.MF-BH.93-RED-y11-,1,4419_7778148_Txc109512,4419_38
4419_48887,113,4419_4587,Belgard,6.Sat.93-RED-y11-16.,1,4419_7778148_Txc110515,4419_40
4419_48887,114,4419_4588,Belgard,6.gf.93-RED-y11-16.7,1,4419_7778148_Txc110517,4419_40
4419_48887,112,4419_4592,The Point,22.MF-BH.93-RED-y11-,1,4419_7778148_Txc109648,4419_50
4419_48887,112,4419_4593,The Point,23.MF-BH.93-RED-y11-,1,4419_7778148_Txc109692,4419_60
4419_48887,113,4419_4594,The Point,8.Sat.93-RED-y11-16.,1,4419_7778148_Txc110603,4419_51
4419_48887,114,4419_4595,The Point,8.gf.93-RED-y11-16.4,1,4419_7778148_Txc110605,4419_52
4419_48887,115,4419_4599,Belgard,2.SuBH.93-RED-y11-16,1,4419_7778148_Txc109558,4419_40
4419_48886,115,4419_46,Brides Glen,77.SuBH.93-GRN-y11-1,0,4419_7778148_Txc105592,4419_2
4419_48887,113,4419_4600,The Point,7.Sat.93-RED-y11-16.,1,4419_7778148_Txc110559,4419_38
4419_48887,114,4419_4601,The Point,7.gf.93-RED-y11-16.3,1,4419_7778148_Txc110561,4419_38
4419_48887,112,4419_4608,Connolly,24.MF-BH.93-RED-y11-,1,4419_7778148_Txc109736,4419_39
4419_48887,112,4419_4609,The Point,25.MF-BH.93-RED-y11-,1,4419_7778148_Txc109780,4419_60
4419_48886,113,4419_461,Sandyford,181.Sat.93-GRN-y11-1,0,4419_7778148_Txc104950,4419_4
4419_48887,115,4419_4610,The Point,3.SuBH.93-RED-y11-16,1,4419_7778148_Txc110002,4419_56
4419_48887,113,4419_4614,Belgard,9.Sat.93-RED-y11-16.,1,4419_7778148_Txc110647,4419_40
4419_48887,114,4419_4615,Belgard,9.gf.93-RED-y11-16.7,1,4419_7778148_Txc110649,4419_40
4419_48887,112,4419_4619,The Point,26.MF-BH.93-RED-y11-,1,4419_7778148_Txc109824,4419_50
4419_48886,114,4419_462,Sandyford,181.gf.93-GRN-y11-16,0,4419_7778148_Txc104951,4419_4
4419_48887,112,4419_4620,Connolly,27.MF-BH.93-RED-y11-,1,4419_7778148_Txc109868,4419_41
4419_48887,113,4419_4621,The Point,10.Sat.93-RED-y11-16,1,4419_7778148_Txc109119,4419_51
4419_48887,114,4419_4622,The Point,10.gf.93-RED-y11-16.,1,4419_7778148_Txc109121,4419_52
4419_48887,115,4419_4626,Belgard,4.SuBH.93-RED-y11-16,1,4419_7778148_Txc110360,4419_40
4419_48887,112,4419_4630,The Point,28.MF-BH.93-RED-y11-,1,4419_7778148_Txc109912,4419_50
4419_48887,112,4419_4631,The Point,30.MF-BH.93-RED-y11-,1,4419_7778148_Txc110004,4419_60
4419_48887,113,4419_4632,Belgard,11.Sat.93-RED-y11-16,1,4419_7778148_Txc109163,4419_40
