shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4419_50,53.3502348,-6.2521408,890,14859.877
4419_14,53.2775271350545,-6.20471932503017,470,7514.324
4419_52,53.3479599,-6.2903909,725,12218.105
4419_35,53.3478744,-6.2874062,352,3996.277
4419_31,53.3290087,-6.3344094,555,8766.973
4419_25,53.3472914,-6.2683582,138,1380.923
4419_15,53.3515891,-6.2610816,486,10477.567
4419_44,53.3344702,-6.3259974,161,3712.017
4419_61,53.3340786,-6.3283772,548,11019.831
4419_9,53.3322548,-6.2603348,204,2907.095
4419_35,53.3470783,-6.2754192,275,3189.153
4419_8,53.3112127,-6.2519599,306,5348.725
4419_43,53.3495828,-6.2528817,872,14768.063
4419_4,53.3398101,-6.2605389,256,5807.454
4419_32,53.2910376,-6.3808972,886,15763.248
4419_33,53.3185618,-6.3691729,675,11377.672
4419_36,53.3477485,-6.2649032,209,2473.161
4419_36,53.3258907,-6.3460886,601,9620.102
4419_12,53.3396,-6.2587497,390,9040.296
4419_62,53.3015545,-6.3712226,249,5077.735
4419_30,53.3339675,-6.3284907,533,8288.609
4419_31,53.2932962665871,-6.38406819033532,870,15434.741
4419_17,53.2514857,-6.1573379,102,1501.499
4419_17,53.2807205,-6.2142799,494,8244.995
4419_5,53.2816685,-6.2170671,407,9854.96
4419_27,53.32052,-6.3611532,541,9460.396
4419_19,53.2970964,-6.3795569,821,14763.178
4419_33,53.3490544,-6.2408293,45,780.112
4419_28,53.3490483188338,-6.25530975489927,162,1817.246
4419_41,53.3159331,-6.3689411,380,7358.601
4419_13,53.2558772,-6.1777149,179,2970.913
4419_39,53.3461244,-6.2916896,687,11924.37
4419_41,53.3479599,-6.2903909,772,14888.656
4419_48,53.296297,-6.3837708,181,4024.622
4419_50,53.3339991,-6.3285123,498,8336.644
4419_44,53.3477175770098,-6.26529879791136,456,9109.871
4419_5,53.2725688,-6.2006397,487,11541.934
4419_47,53.3350263,-6.3213541,165,4027.502
4419_9,53.2686073,-6.2055578,519,12097.257
4419_32,53.3483813,-6.2594958,179,2105.798
4419_24,53.2962563200279,-6.38379576039652,829,15061.381
4419_28,53.3470504,-6.2699979,242,2821.669
4419_13,53.2513148,-6.1569304,99,1468.304
4419_8,53.2832134,-6.226348,386,9206.988
4419_12,53.3336344125758,-6.26280543414719,313,8166.477
4419_35,53.3188382,-6.3682516,667,11308.792
4419_62,53.3388736,-6.2910047,644,13575.751
4419_15,53.2922308,-6.2449797,94,3246.948
4419_61,53.2944398,-6.3914706,156,3471.003
4419_1,53.283071,-6.2247598,518,13222.094
4419_16,53.2456485,-6.1464618,28,495.532
4419_50,53.3499542331202,-6.25062387923875,907,14966.63
4419_31,53.3367083649458,-6.30639478478815,469,6565.225
4419_38,53.330896,-6.3310259,124,3148.604
4419_13,53.2495928,-6.1524275,85,1111.827
4419_17,53.2648257,-6.2108305,300,5639.691
4419_32,53.3349429912924,-6.32185648537796,485,7613.912
4419_36,53.3471172,-6.2793139,303,3449.22
4419_39,53.2962747281821,-6.38356242626159,140,1366.9
4419_41,53.3479538,-6.2915629,766,14810.561
4419_14,53.2779832,-6.2058733,476,7606.757
4419_10,53.2823661,-6.219499,530,13582.96
4419_41,53.3238502,-6.3520185,474,9003.327
4419_47,53.3471274,-6.2773359,405,8293.629
4419_1,53.3306023,-6.2586196,358,7043.298
4419_19,53.3477065,-6.284498,332,3801.209
4419_23,53.3474751384145,-6.28301200674499,229,2370.664
4419_31,53.3484036,-6.2593559,177,2096.154
4419_23,53.323825,-6.3519789,521,8746.874
4419_18,53.3398971,-6.2586493,393,9074.059
4419_50,53.2939994,-6.385036,94,1071.666
4419_42,53.3470997,-6.2752331,75,1249.069
4419_61,53.3426677,-6.2927991,703,14127.101
4419_27,53.3305577,-6.3313772,444,7172.012
4419_15,53.3524474,-6.2614183,492,10575.769
4419_46,53.2874623564299,-6.37469609087071,2,3.544
4419_6,53.3320514,-6.2601783,336,6840.173
4419_21,53.288457137085,-6.41793770847619,98,3946.247
4419_30,53.3478501,-6.2642331,232,2643.341
4419_51,53.3191084,-6.365241,408,5305.473
4419_56,53.2878242623493,-6.37743451344843,42,214.557
4419_9,53.3282948,-6.2568101,256,3420.098
4419_52,53.3491023,-6.2410898,945,15615.76
4419_60,53.3160928,-6.3693951,389,7393.942
4419_34,53.3477919,-6.2646152,207,2453.382
4419_6,53.2575986,-6.1959285,734,17945.727
4419_4,53.3112127,-6.2519599,434,9256.698
4419_50,53.3334286,-6.3290042,492,8265.126
4419_4,53.3326604,-6.2604486,328,6769.293
4419_31,53.3467812405527,-6.27245503476869,254,2988.13
4419_43,53.3479918,-6.2633775,820,14044.134
4419_12,53.3469842,-6.259079,462,9947.763
4419_17,53.3306262,-6.2586872,715,15185.16
4419_61,53.3072529,-6.3588262,305,6150.671
4419_33,53.3471608,-6.2800456,308,3498.213
4419_38,53.350237,-6.2520263,539,10064.921
4419_50,53.3187965,-6.3685679,386,5079.282
4419_47,53.3456205,-6.291587,328,7065.253
4419_2,53.2547732,-6.1831977,202,4144.379
4419_3,53.2737336,-6.2038512,183,7028.068
4419_14,53.2476782,-6.1483945,61,763.279
4419_6,53.2715939,-6.2015224,628,15575.487
4419_1,53.3373396,-6.2627834,281,6124.458
4419_1,53.2549498,-6.1810099,773,19001.834
4419_29,53.294823,-6.3850341,61,874.552
4419_52,53.3485089867789,-6.25883902904735,839,14351.945
4419_25,53.3160862,-6.3693034,619,10356.168
4419_10,53.3712229,-6.2928647,9,340.492
4419_61,53.3175815,-6.3701515,411,7569.686
4419_4,53.352056,-6.2668327,96,3363.137
4419_20,53.2876548,-6.3771905,153,2662.523
4419_43,53.2950065,-6.3849987,113,1187.148
4419_47,53.3188981,-6.3681028,36,309.707
4419_6,53.30969,-6.2516759,442,9427.279
4419_32,53.318803,-6.3684098,668,11320.039
4419_50,53.3012035,-6.3719777,200,2343.463
4419_48,53.3005328,-6.3733155,238,4897.195
4419_13,53.3439475,-6.2592577,898,17108.675
4419_25,53.2873113,-6.3754373,851,15016.154
4419_1,53.346779,-6.2572178,175,4716.859
4419_2,53.2682454,-6.2063491,96,1364.334
4419_32,53.2889658953871,-6.37834605261923,900,16049.928
4419_3,53.261625,-6.2073096,289,8901.107
4419_45,53.2944711,-6.3852031,105,1125.842
4419_62,53.3376506,-6.2999069,613,12960.738
4419_27,53.3191951025008,-6.36481858278855,550,9745.748
4419_52,53.3358472,-6.3140307,530,9326.475
4419_19,53.3473841,-6.2673492,223,2641.061
4419_12,53.3563896,-6.2772996,568,12004.362
4419_50,53.3474142,-6.2673511,801,13771.667
4419_37,53.3483063,-6.2292621,2,5.168
4419_8,53.3308741,-6.2588006,226,3102.75
4419_14,53.2974673,-6.2497201,582,11429.226
4419_18,53.3271688,-6.2564576,207,7254.888
4419_9,53.33764,-6.262497,147,2177.828
4419_34,53.3498515,-6.2498353,101,1392.086
4419_51,53.3474277,-6.2823444,746,12759.77
4419_30,53.3471791,-6.2802225,338,3726.395
4419_10,53.3164812,-6.2534261,424,8662.258
4419_48,53.2914503,-6.4048017,129,2521.649
4419_47,53.3298512,-6.3326295,113,2989.855
4419_4,53.2833875,-6.2277236,511,13021.179
4419_43,53.2873378459308,-6.37517066354612,7,38.159
4419_22,53.2841219800254,-6.43260494353266,114,4345.667
4419_36,53.3344105,-6.326249,489,7912.507
4419_14,53.3285196,-6.2569701,691,14923.536
4419_38,53.3430098,-6.2912381,307,6764.692
4419_52,53.3230247,-6.35427,424,6156.836
4419_6,53.3676411,-6.2848163,27,1031.893
4419_60,53.3479447716588,-6.26385480282176,864,16682.463
4419_62,53.3433459,-6.2911155,719,14281.779
4419_25,53.3314828,-6.3302989,436,7046.407
4419_36,53.3164722,-6.3696999,704,11632.988
4419_33,53.2872875,-6.3759401,938,16310.653
4419_17,53.3439475,-6.2592577,898,17108.675
4419_6,53.2546606,-6.1727697,811,19612.925
4419_35,53.3231352,-6.35387,621,10222.688
4419_12,53.2830692,-6.2251879,47,1512.228
4419_17,53.2717832,-6.2013409,377,6678.579
4419_37,53.3422671532243,-6.29352937491613,417,5026.716
4419_5,53.267475,-6.2088618,539,12354.386
4419_23,53.349601,-6.2527348,43,305.2
4419_39,53.3487462,-6.2572877,847,14458.588
4419_19,53.3501497,-6.2518746,117,1535.335
4419_5,53.2774013,-6.2040779,433,10843.325
4419_24,53.3472032,-6.2804624,311,3526.37
4419_12,53.3105831,-6.2518585,153,5383.691
4419_31,53.2910785,-6.3809526,884,15757.386
4419_17,53.2523525,-6.1590492,114,1651.345
4419_13,53.3347713,-6.2631904,792,15809.985
4419_33,53.3422671532243,-6.29352937491613,417,5026.716
4419_37,53.3220467,-6.3568942,629,10457.843
4419_32,53.3286812,-6.3352959,562,8836.422
4419_37,53.332185,-6.3297276,523,8287.679
4419_51,53.3052678,-6.3613406,225,3186.258
4419_56,53.316394,-6.3697196,351,4763.717
4419_6,53.2441036,-6.1441276,917,21962.457
4419_41,53.2841779,-6.42753,59,713.371
4419_52,53.3489436,-6.2560847,851,14541.668
4419_52,53.3159331,-6.3689411,333,4688.05
4419_61,53.350237,-6.2520263,940,17538.07
4419_7,53.337119,-6.2629086,155,2242.423
4419_22,53.290992109627,-6.40672998214147,62,2332.071
4419_44,53.318875,-6.3682242,35,301.218
4419_52,53.3422616,-6.2935861,645,11378.548
4419_1,53.3527321,-6.2612408,126,3843.847
4419_23,53.3211125,-6.3594986,538,9331.914
4419_42,53.3469081702259,-6.27377304060454,81,1348.734
4419_43,53.3490166,-6.2399931,949,15689.426
4419_9,53.3518614,-6.2588929,15,229.453
4419_43,53.3371699,-6.3041247,557,10004.161
4419_20,53.2939905,-6.3849573,101,1784.576
4419_62,53.3483877,-6.2597278,879,16961.767
4419_19,53.3500432,-6.2514363,114,1503.832
4419_10,53.3310538,-6.2588939,352,6989.778
4419_56,53.2886942,-6.3781573,48,322.734
4419_60,53.3495773912889,-6.25292092206975,918,17435.933
4419_19,53.3339675,-6.3284907,506,8072.384
4419_51,53.3351696,-6.3200791,520,8916.523
4419_37,53.3185618,-6.3691729,675,11377.672
4419_50,53.3120853,-6.3630392,292,4089.384
4419_5,53.3243041,-6.2555924,281,3871.757
4419_30,53.348209,-6.2611483,218,2433.747
4419_60,53.3310928,-6.3307938,526,10648.563
4419_35,53.3268275,-6.342766,587,9375.361
4419_2,53.2466617,-6.1478543,336,6874.768
4419_24,53.3157827,-6.3681602,720,11768.029
4419_1,53.3104243,-6.2517842,438,9345.238
4419_5,53.258753,-6.1997992,596,13748.854
4419_46,53.2872657481015,-6.37564783027618,14,71.235
4419_25,53.2962280593438,-6.38360512697453,736,13721.653
4419_17,53.3450389,-6.2591085,915,17244.722
4419_26,53.3469302,-6.2710915,152,1567.513
4419_13,53.3364411,-6.2632249,806,15996.548
4419_50,53.3002546,-6.3734671,183,2193.965
4419_51,53.2872657629384,-6.37605975723298,19,98.826
4419_56,53.3174386,-6.3701213,360,4883.028
4419_10,53.3377424,-6.2623654,272,6071.41
4419_41,53.2959579,-6.3851119,174,3927.537
4419_15,53.34278,-6.2578165,406,9399.677
4419_6,53.2856824,-6.2360716,496,12402.519
4419_4,53.3539697,-6.2751653,67,2702.991
4419_30,53.2891965,-6.3786006,925,16235.373
4419_5,53.2428181,-6.1432049,799,18210.721
4419_23,53.3320386,-6.3298336,429,6977.185
4419_25,53.2872854,-6.3758274,845,14989.923
4419_28,53.3291652,-6.3340695,554,8738.403
4419_30,53.3472902378913,-6.28135527283943,344,3802.863
4419_18,53.3429434,-6.258045,413,9425.391
4419_60,53.3371343,-6.3044306,603,12653.952
4419_8,53.3449041,-6.2590963,71,1092.309
4419_14,53.2625109,-6.2098728,281,5359.753
4419_16,53.2529943,-6.1655469,137,2093.961
4419_33,53.3061725956285,-6.35935221434563,752,13056.186
4419_25,53.3393422643205,-6.29068935256949,344,4115.677
4419_6,53.2547449,-6.1828524,762,18875.174
4419_62,53.3499777861271,-6.25034370259102,956,17656.023
4419_36,53.3495487,-6.2482046,83,1274.468
4419_43,53.2891055,-6.378556,56,375.76
4419_19,53.3483434,-6.2298365,5,43.644
4419_14,53.2484509,-6.1494764,78,877.393
4419_4,53.3466616,-6.2571956,176,4730.008
4419_27,53.3474096,-6.2824626,226,2333.322
4419_51,53.348415,-6.2595121,835,14305.902
4419_38,53.3273889,-6.3406499,93,2385.405
4419_7,53.2881797,-6.2395331,358,8132.899
4419_34,53.3189840644921,-6.36579283379592,651,11143.398
4419_47,53.3484081453664,-6.25957114329939,480,9499.297
4419_56,53.3369091,-6.3057425,549,9892.273
4419_34,53.3467847,-6.2728844,259,3016.967
4419_27,53.3290087,-6.3344094,461,7438.721
4419_56,53.3492467260958,-6.24326904439826,941,15469.741
4419_61,53.3479257,-6.2639652,863,16674.81
4419_21,53.2975779,-6.3776898,46,1074.547
4419_29,53.2958674,-6.3844126,52,750.706
4419_10,53.3484538,-6.2575914,163,4528.005
4419_41,53.2842116,-6.4257417,65,832.72
4419_52,53.336108,-6.3118779,536,9472.797
4419_56,53.2976431,-6.3776385,157,1791.178
4419_36,53.3161942,-6.3694792,710,11667.578
4419_52,53.2964132788221,-6.3828697743801,144,1415.613
4419_32,53.3494012,-6.2460055,70,1127.093
4419_3,53.279547,-6.2106206,131,6092.947
4419_1,53.2717118,-6.2013557,627,15558.286
4419_13,53.2548018,-6.1814725,208,3253.558
4419_19,53.3489446,-6.2394789,40,689.347
4419_56,53.3415484,-6.2923457,626,11238.835
4419_31,53.3500037590731,-6.25243460935304,131,1584.085
4419_43,53.3492294,-6.2429838,943,15488.835
4419_52,53.2873035,-6.3753043,9,47.86
4419_37,53.3282431,-6.3370004,569,8960.103
4419_39,53.3075275,-6.3589436,263,3511.745
4419_41,53.3388437,-6.2910438,643,13571.525
4419_18,53.309634,-6.2517147,147,5277.628
4419_34,53.3230598507317,-6.35408988031569,622,10239.57
4419_35,53.3478377,-6.2863326,346,3924.65
4419_62,53.3485129,-6.2320097,1011,18894.661
4419_26,53.3480573,-6.2625875,101,986.607
4419_17,53.2527418,-6.1639056,131,1980.817
4419_60,53.338595,-6.2915625,635,13526.859
4419_7,53.3328384,-6.2622424,184,2733.257
4419_33,53.3191496,-6.3649591,646,11084.646
4419_34,53.3476990442027,-6.28442635310378,330,3796.356
4419_5,53.2723406,-6.2007071,493,11567.984
4419_33,53.3155865631619,-6.36733953725821,723,11826.928
4419_30,53.2894262162202,-6.37887999855829,922,16203.733
4419_28,53.3486563,-6.2576417,168,1978.57
4419_14,53.2835137,-6.2288382,522,9275.13
4419_16,53.2461794,-6.147386,34,580.975
4419_10,53.2893021,-6.2410217,484,11881.309
4419_1,53.2683983,-6.2059555,650,16040.536
4419_23,53.3479301104045,-6.29145057036725,275,2937.717
4419_15,53.3259111,-6.256098,200,7112.876
4419_32,53.3393422643205,-6.29068935256949,439,5443.929
4419_37,53.3191496,-6.3649591,646,11084.646
4419_3,53.2935672,-6.2465757,60,3118.56
4419_50,53.3494663,-6.2538706,861,14700.681
4419_32,53.3494972139588,-6.25339353171063,147,1679.571
4419_36,53.2841796645302,-6.42543729096869,887,18230.742
4419_22,53.2889923608686,-6.41574492421469,68,2973.142
4419_19,53.338395517709,-6.29276655343909,455,5636.406
4419_24,53.3302281793725,-6.33183313113022,543,8547.972
4419_44,53.3187009,-6.3688878,29,252.847
4419_61,53.296325,-6.3836246,182,4034.856
4419_33,53.3485152822806,-6.23250401620348,16,222.331
4419_23,53.3186443,-6.3689516,578,10032.041
4419_6,53.3316404,-6.2592161,347,6920.279
4419_5,53.3458648,-6.2570228,52,911.484
4419_47,53.3472085,-6.2801609,394,8104.624
4419_10,53.3585753,-6.2775057,43,2152.857
4419_47,53.325439,-6.3476114,79,1872.975
4419_3,53.2709694,-6.2024739,217,7509.06
4419_30,53.3187629,-6.3685708,696,11547.885
4419_4,53.3686134,-6.2860597,24,895.586
4419_19,53.3478185,-6.2858004,343,3889.141
4419_28,53.3366787889226,-6.30656401730623,471,6576.97
4419_42,53.3478668,-6.2863324,41,501.489
4419_48,53.2876361,-6.4191841,95,1458.464
4419_24,53.2875195756051,-6.41928342242559,869,17636.857
4419_12,53.2878801,-6.239207,81,2628.3
4419_41,53.3122119,-6.3631886,340,6777.188
4419_52,53.3477206204314,-6.26527910560988,811,13913.825
4419_50,53.3076926,-6.3590698,266,3531.964
4419_5,53.3374717,-6.2626837,152,2200.352
4419_12,53.3483552,-6.2597139,473,10106.181
4419_17,53.2746289,-6.2036237,434,7145.283
4419_7,53.308026,-6.2514771,318,5704.985
4419_14,53.3315253,-6.2591465,725,15290.097
4419_56,53.2960413,-6.3842254,131,1315.187
4419_34,53.3344798914825,-6.32575214635057,488,7878.518
4419_9,53.3202861,-6.2544676,290,4325.174
4419_1,53.3440371,-6.2591948,209,5102.991
4419_24,53.3362285554183,-6.31056866275312,477,6848.429
4419_43,53.3468995553129,-6.27160567894015,786,13482.302
4419_45,53.2910201,-6.3809389,71,641.702
4419_9,53.2547347,-6.1730821,682,15682.53
4419_19,53.3487983343579,-6.23712386895472,28,531.619
4419_13,53.2746289,-6.2036237,434,7145.283
4419_32,53.3189594639798,-6.36686764197872,657,11215.192
4419_20,53.2873869,-6.3750739,187,2817.455
4419_41,53.3502374,-6.252092,938,17533.69
4419_43,53.2922798,-6.3827299,79,825.897
4419_39,53.3505486250523,-6.25020116718891,919,15031.774
4419_5,53.2765981,-6.2033919,444,10952.233
4419_37,53.347976,-6.2632562,197,2360.303
4419_48,53.2845185,-6.4341227,18,250.324
4419_19,53.3109707390293,-6.36204794086254,735,12455.195
4419_28,53.3495147428749,-6.24767878511216,79,1239.247
4419_37,53.3337343,-6.3287034,512,8102.015
4419_5,53.2857955,-6.2362808,367,8475.756
4419_32,53.349112,-6.254993,159,1794.987
4419_30,53.3470808485506,-6.27548385187371,304,3409.693
4419_35,53.3273731,-6.3405704,581,9216.938
4419_14,53.2525223,-6.1597494,118,1701.879
4419_14,53.2829265,-6.2231511,510,8889.772
4419_39,53.2959971,-6.3843007,129,1308.129
4419_13,53.2441321,-6.1442169,13,268.989
4419_35,53.3177906,-6.3700159,687,11482.228
4419_37,53.3235156,-6.3528303,618,10141.492
4419_39,53.3352974,-6.3189011,521,8996.278
4419_61,53.3501341361125,-6.25154758099962,946,17572.011
4419_25,53.2943681,-6.3851341,762,13965.024
4419_44,53.3479573,-6.2905941,370,7401.971
4419_5,53.2622003,-6.2089519,573,13026.78
4419_16,53.2523525,-6.1590492,114,1651.345
4419_56,53.3484898,-6.2589905,838,14341.634
4419_33,53.2887084,-6.3781111,904,16082.608
4419_35,53.3482551,-6.2606787,189,2185.829
4419_56,53.3272722,-6.341137,446,7153.045
4419_52,53.3188981,-6.3681028,390,5112.305
4419_62,53.345779,-6.291616,730,14556.148
4419_34,53.2921137,-6.3824312,880,15605.737
4419_24,53.3492308,-6.2433914,56,951.879
4419_16,53.2648257,-6.2108305,300,5639.691
4419_31,53.3488663480253,-6.23846753802959,34,621.427
4419_38,53.3433678,-6.2911443,319,6811.732
4419_41,53.3340375,-6.3284538,546,11012.978
4419_1,53.2441928,-6.1442211,916,21950.731
4419_35,53.2839741520322,-6.43021016418338,896,18551.062
4419_32,53.329277779115,-6.33382427386951,551,8717.806
4419_26,53.3494972139588,-6.25339353171063,52,351.319
4419_36,53.2847063849638,-6.42256565348896,876,18019.727
4419_32,53.3472482,-6.2686685,236,2730.411
4419_60,53.337369,-6.3023873,609,12792.557
4419_5,53.2473422,-6.148169,759,17595.573
4419_31,53.3310092359507,-6.33082927872315,535,8438.144
4419_33,53.3175237,-6.3701014,695,11512.937
4419_34,53.3477093,-6.2918437,379,4305.528
4419_60,53.3283283,-6.3367737,500,10137.188
4419_23,53.3369744725582,-6.30531995168371,372,5159.462
4419_37,53.2842223124331,-6.43278936351035,904,18729.633
4419_6,53.2780259,-6.205884,553,14612.004
4419_2,53.2559031,-6.1779947,236,4524.94
4419_30,53.3486318,-6.2578039,198,2205.936
4419_60,53.3422616,-6.2935861,692,14049.099
4419_33,53.3267525,-6.3430394,589,9395.401
4419_3,53.3163958931349,-6.25340222837046,11,511.312
4419_17,53.3392666,-6.2611982,832,16341.041
4419_37,53.3471172,-6.2793139,303,3449.22
4419_39,53.348432,-6.2593695,836,14315.585
4419_37,53.3175237,-6.3701014,695,11512.937
4419_1,53.2735669,-6.2035475,601,15216.465
4419_32,53.34781,-6.2855605,342,3873.136
4419_15,53.277838,-6.2055728,5,66.683
4419_41,53.3002822,-6.3734463,231,4867.885
4419_60,53.2886602,-6.4173714,108,1627.708
4419_33,53.349605578504,-6.24911606826192,88,1335.503
4419_35,53.3340140848702,-6.32843083942878,504,8065.842
4419_27,53.3491627824654,-6.25479598032112,63,452.449
4419_27,53.3189597,-6.3667616,561,9879.873
4419_9,53.2721157,-6.2009252,496,11596.959
4419_31,53.3495362,-6.2529411,143,1649.126
4419_31,53.3193617715068,-6.36435972938472,641,11038.225
4419_16,53.2741563,-6.2039737,429,7087.73
4419_50,53.3304982,-6.3315121,475,7896.343
4419_50,53.3483313773441,-6.22918610052963,973,16413.248
4419_8,53.3444218,-6.2593883,77,1150.166
4419_24,53.3490483188338,-6.25530975489927,162,1817.246
4419_12,53.3327754,-6.2607197,290,7961.027
4419_50,53.3004752,-6.3733591,189,2219.602
4419_23,53.3479490049369,-6.28953462486,263,2810.025
4419_25,53.301514910988,-6.37122396927389,679,12676.36
4419_30,53.2983979,-6.3762489,825,14710.652
4419_10,53.3108938,-6.2518768,435,9292.619
4419_56,53.3036947,-6.3653029,214,2868.931
4419_60,53.3488786,-6.2381142,1001,18486.063
4419_39,53.3392089,-6.2907624,604,10946.122
4419_6,53.2678882,-6.2079116,662,16183.59
4419_38,53.3377033,-6.2994784,213,5516.731
4419_4,53.3319237,-6.260001,339,6858.74
4419_36,53.3478295,-6.2917746,375,4291.166
4419_1,53.3354047,-6.2632451,292,6343.891
4419_6,53.2547989,-6.1816881,768,18953.468
4419_62,53.3499264097301,-6.24994469524079,962,17683.621
4419_1,53.2645582,-6.2108174,684,16617.677
4419_39,53.3035979,-6.3656049,212,2846.096
4419_13,53.3549826,-6.2762117,1035,19346.141
4419_2,53.267699,-6.2084377,107,1517.039
4419_23,53.3468235,-6.2720205,157,1630.553
4419_26,53.346792,-6.2723193,158,1650.759
4419_28,53.3274733,-6.3401775,580,9188.483
4419_47,53.3366688,-6.3068525,188,5010.753
4419_4,53.3420744,-6.2579465,233,5387.089
4419_18,53.3528599,-6.2683969,533,11174.515
4419_32,53.3297054756018,-6.33287384533271,548,8638.586
4419_37,53.3471451,-6.2798302,306,3483.752
4419_28,53.3483286,-6.2599585,185,2137.172
4419_44,53.3362791,-6.3103611,184,4773.024
4419_61,53.330896,-6.3310259,525,10621.752
4419_33,53.3471881152964,-6.29178060691167,383,4363.703
4419_13,53.2831009,-6.2255303,517,9049.661
4419_2,53.277604608713,-6.204638430455,1,0.0
4419_60,53.2963903,-6.3830486,188,4073.966
4419_35,53.2840104555803,-6.42937636759408,893,18495.09
4419_51,53.3460993,-6.2916806,686,11921.513
4419_35,53.3478295,-6.2917746,375,4291.166
4419_62,53.2845565,-6.4333596,23,301.791
4419_9,53.2438342,-6.1438755,791,18088.867
4419_51,53.3395183,-6.290751,609,10980.707
4419_52,53.3471246135588,-6.29182201007956,702,12036.476
4419_62,53.3336708,-6.3288055,541,10965.707
4419_9,53.3421688714802,-6.257919412199,104,1468.449
4419_26,53.349525,-6.2530511,49,328.305
4419_61,53.3472835,-6.2686633,840,16353.523
4419_1,53.2558766,-6.1782981,790,19212.003
4419_7,53.3397401,-6.2607571,132,1916.573
4419_43,53.3114747,-6.3624861,285,4011.981
4419_9,53.3329249,-6.2624117,181,2718.347
4419_1,53.3510702,-6.265019,103,3526.338
4419_34,53.2924892,-6.3829604,877,15551.04
4419_18,53.3282921,-6.2568553,218,7382.763
4419_56,53.3478353,-6.2918412,712,12116.622
4419_6,53.301591,-6.2507018,456,10330.996
4419_60,53.3286839,-6.3354062,503,10236.589
4419_56,53.2873178339249,-6.37644153169062,25,125.092
4419_6,53.2525084,-6.1595103,848,20537.023
4419_60,53.2891636,-6.4150986,111,1789.307
4419_32,53.3478319,-6.28615,345,3912.472
4419_19,53.3472846,-6.2684083,234,2712.596
4419_13,53.3312702,-6.2590275,720,15260.496
4419_10,53.3326137,-6.2604341,329,6774.58
4419_33,53.3268885,-6.3425364,586,9358.624
4419_8,53.2861649,-6.2368308,363,8420.642
4419_48,53.2976431,-6.3776385,204,4461.729
4419_36,53.3493117,-6.2448506,60,1049.49
4419_13,53.3445346,-6.2595826,909,17180.096
4419_28,53.3276592,-6.3394251,577,9134.246
4419_12,53.3326984,-6.2605632,287,7947.451
4419_61,53.2917482,-6.4035453,133,2611.777
4419_33,53.3010618021009,-6.3722001237634,775,14086.943
4419_62,53.3120138,-6.362961,338,6750.421
4419_35,53.3340749,-6.3283075,501,8055.191
4419_52,53.3148386,-6.3662838,310,4465.136
4419_1,53.2857955,-6.2362808,495,12383.728
4419_31,53.3495633,-6.2528235,140,1640.71
4419_32,53.3366787889226,-6.30656401730623,471,6576.97
4419_18,53.3070286,-6.2513933,138,4986.863
4419_37,53.3471881152964,-6.29178060691167,383,4363.703
4419_32,53.2940625,-6.3850125,863,15328.383
4419_17,53.2526189,-6.1620935,125,1858.914
4419_50,53.316318,-6.36967,349,4754.633
4419_14,53.2653334,-6.2107342,304,5696.587
4419_39,53.3202247,-6.3620776,415,5550.346
4419_30,53.3353389653202,-6.31826615805628,510,7586.927
4419_17,53.2831009,-6.2255303,517,9049.661
4419_41,53.3392571,-6.2907498,652,13622.102
4419_30,53.3504458,-6.2502665,118,1481.405
4419_46,53.3000934,-6.3736603,180,2171.824
4419_39,53.2872885,-6.3762997,23,115.076
4419_25,53.2945418,-6.3851319,759,13945.66
4419_51,53.3497224,-6.2494682,921,15052.231
4419_3,53.2541339,-6.1703707,406,11622.897
4419_30,53.3432908762745,-6.29099369212708,430,5019.202
4419_17,53.2749336,-6.2034587,437,7180.964
4419_4,53.279547,-6.2106206,545,14253.52
4419_19,53.3189584,-6.3664789,655,11189.284
4419_52,53.2944207126487,-6.38520413459721,104,1120.234
4419_18,53.3458964,-6.2590255,453,9826.42
4419_25,53.3478877,-6.2877924,258,2693.788
4419_4,53.3676411,-6.2848163,27,1031.893
4419_13,53.3388962,-6.2614947,829,16295.33
4419_2,53.249445,-6.151957,313,6440.06
4419_8,53.3366345,-6.2631295,157,2298.323
4419_24,53.3470504,-6.2699979,242,2821.669
4419_56,53.2961603968446,-6.3839703187836,134,1336.815
4419_26,53.3477421,-6.2847352,238,2489.243
4419_41,53.3460678,-6.2916728,732,14588.52
4419_62,53.3177271,-6.3701097,415,7586.22
4419_31,53.347446,-6.2669648,220,2614.548
4419_52,53.3415258,-6.2921324,622,11224.21
4419_23,53.288457137085,-6.41793770847619,767,16170.621
4419_12,53.2890906,-6.2408098,84,2800.277
4419_50,53.3430098,-6.2912381,661,11567.29
4419_12,53.3488429,-6.2599273,476,10162.289
4419_13,53.2676925,-6.2085383,328,6000.348
4419_5,53.3281595,-6.2567484,258,3435.707
4419_44,53.3488524253334,-6.25663861726807,496,9700.81
4419_32,53.3096149916089,-6.36101738607637,737,12620.984
4419_37,53.3173907844783,-6.37005320672019,698,11528.076
4419_50,53.3079276,-6.3593219,269,3563.067
4419_51,53.2944711,-6.3852031,105,1125.842
4419_39,53.3503654,-6.2503228,916,15009.826
4419_62,53.2936167,-6.3951701,149,3207.828
4419_32,53.3491951,-6.2546639,156,1771.195
4419_51,53.3123002,-6.3632989,294,4118.91
4419_4,53.3491832,-6.2577573,153,4444.941
4419_25,53.3376564848325,-6.29966057281261,367,4774.783
