shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4419_19,53.3485188,-6.2585501,174,2040.975
4419_60,53.3493542,-6.24488,984,18032.341
4419_61,53.3469256,-6.2739243,820,15996.346
4419_36,53.306056524662,-6.35954573844962,753,13074.443
4419_52,53.3004078,-6.3733919,187,2211.788
4419_9,53.2849446,-6.2344148,373,8632.256
4419_19,53.3490716,-6.2410952,48,797.924
4419_56,53.2950738,-6.3849645,114,1194.977
4419_3,53.2741524,-6.2039175,174,6979.424
4419_43,53.2872695,-6.3755499,13,64.691
4419_22,53.2990805525961,-6.374970981191,2,12.425
4419_23,53.347116,-6.2791574,206,2110.543
4419_51,53.3085163,-6.3600252,274,3643.64
4419_3,53.2557191,-6.176239,386,11192.272
4419_42,53.3478947,-6.2917596,21,137.875
4419_24,53.3468089,-6.2731446,262,3034.504
4419_28,53.3497367,-6.2495905,96,1371.324
4419_62,53.2914503,-6.4048017,129,2521.649
4419_33,53.3473247,-6.2816759,317,3608.333
4419_31,53.3479380131497,-6.26361043785302,200,2384.285
4419_6,53.3326802,-6.2604651,327,6766.831
4419_60,53.3159331,-6.3689411,380,7358.601
4419_11,53.3665677,-6.283802,42,1636.993
4419_25,53.3177391,-6.370054,593,10160.245
4419_41,53.2846894387291,-6.43776618912685,2,5.658
4419_30,53.3282431,-6.3370004,596,9176.328
4419_6,53.3327669,-6.2605711,324,6754.798
4419_13,53.3396789,-6.2598079,849,16475.385
4419_22,53.2878246063672,-6.41887144670073,79,3225.831
4419_23,53.3017378208723,-6.37074091160977,678,12635.707
4419_18,53.3483552,-6.2597139,473,10106.181
4419_50,53.347154,-6.2794667,750,12953.875
4419_10,53.3695640867657,-6.28755356499701,20,750.37
4419_48,53.2906736,-6.4083284,118,2271.073
4419_6,53.2802891,-6.2128742,539,14081.975
4419_32,53.2873393,-6.3752837,949,16355.118
4419_47,53.3470421,-6.2748037,417,8463.204
4419_23,53.3356942584804,-6.31508025447365,386,5826.558
4419_27,53.3174927,-6.3700918,601,10188.194
4419_42,53.3478353,-6.2918412,18,129.302
4419_47,53.3286839,-6.3354062,102,2763.441
4419_3,53.2885485,-6.2400159,71,3828.132
4419_17,53.332832,-6.2623335,772,15584.484
4419_4,53.332809,-6.2619835,316,6659.041
4419_8,53.3058456,-6.2512009,323,5948.349
4419_6,53.3394491,-6.2589833,247,5695.73
4419_14,53.2850958,-6.2348733,533,9716.59
4419_1,53.3542759,-6.2755256,63,2660.373
4419_32,53.3208407,-6.3602541,634,10718.901
4419_24,53.3470953,-6.277269,285,3312.466
4419_9,53.2609871,-6.2055048,582,13293.521
4419_36,53.349509,-6.2532603,146,1670.602
4419_62,53.3284314,-6.3363387,501,10168.36
4419_35,53.3476588,-6.2654822,212,2512.994
4419_24,53.3276592,-6.3394251,577,9134.246
4419_31,53.3234322,-6.3530637,618,10159.605
4419_50,53.295649,-6.3846629,120,1262.098
4419_62,53.28879,-6.4167773,109,1669.88
4419_39,53.3069335,-6.3588217,252,3444.493
4419_39,53.347154,-6.2794667,750,12953.875
4419_56,53.3411146,-6.2917441,615,11170.403
4419_41,53.3385328,-6.2918439,632,13506.847
4419_51,53.3287328,-6.3352497,457,7577.801
4419_35,53.2975779,-6.3776898,810,14627.172
4419_32,53.3496298,-6.2526923,136,1629.166
4419_37,53.347446,-6.2669648,220,2614.548
4419_50,53.3482799,-6.2607764,827,14220.347
4419_62,53.3470997,-6.2752331,816,15906.939
4419_1,53.267937,-6.2077234,661,16169.909
4419_27,53.347122351227,-6.27944257835254,209,2129.557
4419_60,53.3052407,-6.3613998,271,5851.842
4419_13,53.2577625,-6.1967109,242,4332.922
4419_5,53.2942905,-6.2474155,344,7273.083
4419_30,53.346792,-6.2723193,281,3195.236
4419_33,53.2972932,-6.3786652,818,14699.815
4419_41,53.3081401,-6.3595779,317,6262.781
4419_25,53.3478865,-6.291677,278,2953.772
4419_24,53.2840703132212,-6.42899769484042,892,18468.969
4419_12,53.2841495,-6.2319314,58,1979.065
4419_44,53.3359036,-6.3135686,178,4555.294
4419_50,53.2878393,-6.3774509,43,216.556
4419_50,53.3255784,-6.3471916,435,6707.56
4419_10,53.2857955,-6.2362808,495,12383.728
4419_23,53.3174927,-6.3700918,601,10188.194
4419_37,53.3160004,-6.3690681,718,11702.847
4419_60,53.3415258,-6.2921324,669,13894.76
4419_33,53.3241693665994,-6.35103724694222,612,10001.599
4419_35,53.3471286,-6.2777873,289,3347.184
4419_14,53.2440537,-6.1441387,12,258.821
4419_37,53.3415322337054,-6.29264091849706,426,5140.112
4419_52,53.3469955,-6.2708144,788,13536.079
4419_33,53.334028,-6.328401,503,8063.322
4419_35,53.2845161443764,-6.43640711237155,919,18985.552
4419_25,53.348209,-6.2611483,95,889.27
4419_30,53.3494737,-6.2470738,75,1198.698
4419_39,53.3173276,-6.3700854,358,4870.444
4419_1,53.2548562,-6.1813738,770,18975.395
4419_24,53.3495147428749,-6.24767878511216,79,1239.247
4419_38,53.3468645,-6.2918345,342,7204.823
4419_39,53.3422055,-6.2935596,644,11372.06
4419_62,53.3429882,-6.2913192,707,14231.928
4419_35,53.3421906598167,-6.29349016815025,418,5035.621
4419_40,53.285564,-6.4218069,86,1168.744
4419_36,53.2906243904999,-6.4084051418771,853,16818.397
4419_31,53.3336203,-6.3287992,512,8116.217
4419_31,53.3142626617706,-6.36562501789136,727,12016.224
4419_51,53.290323,-6.3800184,65,542.734
4419_52,53.3384498,-6.2925134,582,10790.744
4419_1,53.3378891,-6.2622377,269,6052.992
4419_32,53.3415790177391,-6.29237894686849,428,5158.326
4419_34,53.3432908762745,-6.29099369212708,402,4802.977
4419_41,53.3430217,-6.2912006,709,14240.668
4419_13,53.2462646,-6.1475086,36,593.503
4419_41,53.3183915,-6.369566,423,7668.809
4419_13,53.2741132,-6.2039951,428,7082.725
4419_13,53.3604184,-6.2789691,1055,19989.726
4419_27,53.347972584562,-6.26329632107998,103,1034.75
4419_15,53.3116758,-6.2521392,157,5506.752
4419_39,53.2878393,-6.3774509,43,216.556
4419_36,53.3478744,-6.2874062,352,3996.277
4419_39,53.3255784,-6.3471916,435,6707.56
4419_41,53.3471029,-6.2754787,815,15890.579
4419_44,53.3276212,-6.3397122,95,2453.022
4419_5,53.2654871,-6.2106136,550,12605.199
4419_23,53.3470783,-6.2754192,180,1860.901
4419_7,53.3316787,-6.2592768,218,3006.43
4419_24,53.3483286,-6.2599585,185,2137.172
4419_14,53.2676405,-6.2086492,327,5990.954
4419_6,53.2558352,-6.1878541,745,18519.249
4419_5,53.3364315,-6.2631879,158,2321.248
4419_25,53.3471366,-6.2786817,201,2078.748
4419_30,53.347946,-6.2900488,390,4388.773
4419_31,53.3473517400963,-6.26763666107985,226,2660.578
4419_38,53.3315146,-6.3303357,127,3231.422
4419_60,53.3140071,-6.3654317,354,7027.108
4419_62,53.3078708,-6.3592543,315,6225.854
4419_25,53.3272154,-6.3412369,487,7936.438
4419_14,53.3511476,-6.2608887,954,17941.1
4419_46,53.2873678791917,-6.37665281161182,28,140.32
4419_19,53.327986,-6.3380545,572,9035.942
4419_31,53.3501897,-6.252109,120,1551.624
4419_33,53.3499039174984,-6.25083856986377,111,1461.097
4419_36,53.337744562194,-6.2988799123402,461,6050.116
4419_34,53.2985794754057,-6.37580755470094,794,14458.671
4419_23,53.3475272780552,-6.29182863453497,286,2997.569
4419_37,53.3311136,-6.3307053,535,8423.891
4419_10,53.3211485,-6.2547121,412,8135.793
4419_6,53.2693795,-6.2047533,639,15903.491
4419_38,53.3386352,-6.2914393,236,6063.058
4419_34,53.3484202,-6.2310337,10,123.84
4419_28,53.3498889422187,-6.24994538088682,102,1400.519
4419_13,53.3500214,-6.2604499,949,17812.309
4419_47,53.3385328,-6.2918439,231,6033.698
4419_56,53.3133228,-6.3646862,300,4265.579
4419_56,53.347364371676,-6.26781791589389,798,13740.056
4419_61,53.3487916,-6.2365155,1006,18592.974
4419_13,53.2906869,-6.2429069,557,10540.718
4419_56,53.3190693,-6.3654464,406,5291.108
4419_9,53.2751475,-6.2033325,453,11114.163
4419_5,53.3487287,-6.2576119,29,588.841
4419_61,53.3377033,-6.2994784,614,12989.879
4419_9,53.3453834,-6.2581076,61,1006.694
4419_4,53.3163958931349,-6.25340222837046,425,8671.884
4419_15,53.2817232,-6.217355,28,964.179
4419_1,53.2484564,-6.1493901,876,21351.226
4419_17,53.3395103,-6.2588955,855,16540.246
4419_3,53.2559101,-6.1777989,380,11084.988
4419_14,53.3396989,-6.2598807,848,16470.049
4419_32,53.3473866,-6.282239,319,3646.463
4419_56,53.3463975,-6.2917744,692,11955.293
4419_38,53.3290661,-6.3343553,107,2845.433
4419_16,53.277248,-6.2038783,466,7450.19
4419_46,53.2976431,-6.3776385,157,1791.178
4419_35,53.2845131622967,-6.4357871011863,916,18944.159
4419_25,53.348294,-6.2603027,92,832.164
4419_36,53.3477065,-6.284498,332,3801.209
4419_43,53.3141992,-6.3656261,308,4381.557
4419_24,53.3463210730351,-6.29162995640424,391,4460.777
4419_51,53.3005328,-6.3733155,191,2226.645
4419_9,53.2464042,-6.1476152,768,17707.164
4419_33,53.2874491,-6.3767961,924,16250.159
4419_38,53.3187529,-6.3687246,30,265.168
4419_32,53.3483958,-6.2306397,7,97.455
4419_24,53.3494782,-6.2471453,76,1203.486
4419_13,53.3638447,-6.2816361,1058,20410.37
4419_36,53.3191026254393,-6.36511935888009,647,11096.537
4419_12,53.3079271,-6.2515145,141,5087.186
4419_14,53.3310558,-6.2589442,719,15235.998
4419_30,53.3377719117488,-6.29854766768666,487,6244.0
4419_18,53.3539003,-6.2744723,556,11645.953
4419_14,53.2460517,-6.1471762,32,561.016
4419_39,53.3259163,-6.346114,438,6788.618
4419_41,53.3470421,-6.2748037,818,15936.353
4419_42,53.3501811432705,-6.25174866282392,204,2899.762
4419_3,53.259987,-6.2031487,303,9233.735
4419_30,53.3058717617033,-6.3599403800664,782,13324.059
4419_37,53.2916440243742,-6.40381078189536,847,16491.661
4419_39,53.2881214,-6.3776879,46,251.713
4419_30,53.3497017,-6.2495288,95,1365.663
4419_38,53.3468968060864,-6.27367476358479,422,8540.123
4419_32,53.3474183807617,-6.28250645625481,322,3664.653
4419_24,53.3366787889226,-6.30656401730623,471,6576.97
4419_18,53.3397178,-6.2608381,367,8882.372
4419_37,53.3313538,-6.3304304,532,8391.478
4419_51,53.3082516,-6.3597182,271,3607.769
4419_6,53.3521499,-6.2625232,118,3736.24
4419_35,53.3320386,-6.3298336,524,8305.437
4419_8,53.3455926,-6.2573572,57,951.385
4419_45,53.2947489500103,-6.38512606280806,111,1157.253
4419_31,53.3501497,-6.2518746,117,1535.335
4419_61,53.3069335,-6.3588217,299,6115.043
4419_23,53.3471626152836,-6.29177657448375,289,3038.302
4419_35,53.3499081,-6.2500384,103,1407.07
4419_43,53.3470218372161,-6.29184150378333,700,12024.955
4419_7,53.2821584,-6.218676,404,9734.553
4419_36,53.3378788906484,-6.29737890238685,458,5948.989
4419_44,53.3416276,-6.2931998,284,6500.809
4419_51,53.3384894,-6.2921733,583,10813.824
4419_24,53.346874277814,-6.27375089880737,265,3075.543
4419_1,53.2547713,-6.1819043,767,18938.715
4419_1,53.3290581,-6.2572466,375,7238.241
4419_29,53.2985284874776,-6.37590816222038,6,100.105
4419_17,53.3251228,-6.2558771,666,14538.239
4419_56,53.3130048,-6.3642775,297,4220.913
4419_11,53.3684372,-6.2858786,45,1887.233
4419_10,53.3440371,-6.2591948,209,5102.991
4419_60,53.3479744,-6.2895713,775,14943.318
4419_39,53.2957670774983,-6.38457985028598,123,1276.401
4419_19,53.3467713,-6.2727563,257,3008.306
4419_41,53.350201,-6.251835,944,17551.474
4419_37,53.3495633,-6.2528235,140,1640.71
4419_50,53.3473653,-6.2817208,747,12801.878
4419_23,53.337744562194,-6.2988799123402,366,4721.864
4419_27,53.3471626152836,-6.29177657448375,289,3038.302
4419_12,53.354042,-6.2753857,562,11713.461
4419_44,53.3181499,-6.369804,18,164.352
4419_61,53.3422055,-6.2935596,691,14042.611
4419_34,53.2887803135957,-6.37817097380494,903,16073.664
4419_24,53.3274733,-6.3401775,580,9188.483
4419_28,53.3343037,-6.3269969,491,7963.73
4419_16,53.2620543,-6.2086369,277,5262.817
4419_52,53.2928361526363,-6.38350187781112,81,906.423
4419_4,53.3719101758278,-6.29608999588298,4,112.588
4419_18,53.283419,-6.2282189,52,1718.176
4419_16,53.2550776,-6.1805557,200,3184.834
4419_5,53.2504426,-6.1545647,736,17033.155
4419_8,53.3396489,-6.2608422,134,1928.223
4419_37,53.3241693665994,-6.35103724694222,612,10001.599
4419_4,53.2842855,-6.232308,505,12698.908
4419_23,53.3008351186101,-6.37268339179958,681,12799.614
4419_14,53.2532112,-6.1665608,141,2165.842
4419_4,53.3515432,-6.2636727,113,3634.11
4419_5,53.2558099,-6.1787127,659,15275.368
4419_35,53.325505,-6.3473069,604,9711.933
4419_3,53.2907074,-6.24286,68,3522.015
4419_19,53.3282431,-6.3370004,569,8960.103
4419_28,53.3424829821311,-6.29342911626523,414,5001.11
4419_19,53.3484036,-6.2593559,177,2096.154
4419_35,53.348702,-6.2354234,23,417.864
4419_15,53.3372254,-6.262892,343,8572.397
4419_39,53.3483584,-6.2599923,830,14273.302
4419_62,53.3487063245273,-6.25754167228866,893,17111.652
4419_32,53.3470504,-6.2699979,242,2821.669
4419_1,53.3017470180402,-6.25071869694403,455,10313.596
4419_16,53.2483093,-6.1491562,74,850.814
4419_37,53.3157404133296,-6.36797324427575,721,11781.348
4419_10,53.3513704,-6.2655636,100,3477.011
4419_47,53.3430217,-6.2912006,308,6767.519
4419_52,53.330357,-6.3317031,473,7876.118
4419_34,53.3495978,-6.249018,87,1328.915
4419_34,53.3474183807617,-6.28250645625481,322,3664.653
4419_15,53.3297021,-6.2578031,234,7552.249
4419_41,53.3384498,-6.2925134,629,13461.295
4419_29,53.2887084,-6.3781111,115,1715.256
4419_31,53.3471451,-6.2798302,306,3483.752
4419_10,53.3321326,-6.2602621,335,6829.55
4419_56,53.3396777,-6.2908191,612,10999.025
4419_33,53.3415470331585,-6.29299707153957,423,5115.593
4419_24,53.3001532441968,-6.37350676873755,783,14224.772
4419_27,53.3342311991469,-6.32752929410943,398,6671.854
4419_14,53.3176204,-6.253791,642,13691.767
4419_17,53.2687553,-6.2054163,351,6243.489
4419_44,53.3471037637173,-6.27640764012851,410,8355.562
4419_32,53.296830428142,-6.3807612545433,823,14848.764
4419_23,53.3481032,-6.262209,100,960.887
4419_26,53.3471791,-6.2802225,215,2181.918
4419_43,53.334255490237,-6.32754632269202,511,8408.695
4419_60,53.3414604,-6.2919965,666,13883.07
4419_43,53.2956145,-6.384685,119,1257.985
4419_51,53.3469487,-6.2741251,772,13312.178
4419_19,53.3493946210912,-6.24592112254349,68,1121.425
4419_51,53.3185782,-6.3692214,380,5029.337
4419_6,53.2537891,-6.1688764,825,19890.339
4419_23,53.3268275,-6.342766,492,8047.11
4419_25,53.3477979,-6.2918051,281,2966.976
4419_31,53.2873009,-6.3761426,933,16297.06
4419_6,53.3116792,-6.2520871,433,9204.092
4419_60,53.3058639,-6.3600485,274,5965.535
4419_25,53.3029022456649,-6.36766280154155,673,12392.749
4419_50,53.3066777,-6.3589146,246,3415.296
4419_9,53.2558099,-6.1787127,659,15275.368
4419_18,53.3304102,-6.2585044,241,7643.88
4419_9,53.3275285,-6.2565118,267,3507.704
4419_13,53.3319965,-6.2601812,743,15378.468
4419_12,53.3458964,-6.2590255,453,9826.42
4419_62,53.3483354,-6.2292495,1019,19079.553
4419_2,53.2772211,-6.2036478,7,78.91
4419_12,53.2846205,-6.2335906,61,2101.574
4419_42,53.3480383,-6.2630034,127,2082.259
4419_62,53.338399,-6.2929586,627,13431.104
4419_23,53.3479336,-6.2636506,106,1058.752
4419_40,53.2949877,-6.3892825,160,3629.143
4419_51,53.2983803,-6.3763789,162,1908.65
4419_7,53.3387972,-6.2615202,138,2033.222
4419_35,53.3367652665857,-6.30617565170406,469,6549.313
4419_37,53.3434450718046,-6.29115992642137,400,4782.545
4419_27,53.3501719229313,-6.25223885006043,29,232.31
4419_16,53.2549512,-6.1808913,203,3211.294
4419_60,53.3471536,-6.2777788,804,15737.133
4419_38,53.3470873398592,-6.27505694988484,416,8445.602
4419_25,53.3501349458132,-6.25181546530132,21,202.817
4419_33,53.3362285554183,-6.31056866275312,477,6848.429
4419_39,53.3253549,-6.3478515,432,6657.037
4419_25,53.3429577847937,-6.29132878194677,313,3522.952
4419_56,53.338399,-6.2929586,580,10760.554
4419_5,53.2558766,-6.1782981,662,15304.03
4419_43,53.3469176,-6.2738547,774,13330.516
4419_60,53.3294374,-6.3335409,512,10386.786
4419_9,53.3434257,-6.2592345,87,1263.461
4419_35,53.2976836,-6.377468,807,14608.258
4419_1,53.262718,-6.2101643,696,16834.969
4419_8,53.3349035,-6.2631676,166,2491.937
4419_24,53.3418084097568,-6.29325649179984,420,5080.921
4419_18,53.3318575,-6.2599374,270,7841.577
4419_51,53.3284314,-6.3363387,454,7497.81
4419_34,53.2990805525961,-6.374970981191,791,14379.777
4419_62,53.3473349910772,-6.26824761757904,842,16381.802
4419_13,53.2717832,-6.2013409,377,6678.579
4419_19,53.3471001,-6.2773419,286,3317.35
4419_25,53.3481447,-6.2618048,98,933.574
4419_52,53.3301276,-6.3320762,470,7840.482
4419_39,53.2939994,-6.385036,94,1071.666
4419_42,53.3502381,-6.2520589,198,2878.024
4419_61,53.3468372,-6.2731114,826,16051.378
4419_13,53.3259111,-6.256098,669,14627.198
4419_2,53.2479089,-6.1485256,325,6728.288
4419_24,53.3495440534981,-6.24813548492588,82,1269.836
4419_36,53.3193859,-6.3642809,641,11032.325
4419_37,53.3499198896912,-6.25051338156755,108,1439.301
4419_41,53.296325,-6.3836246,182,4034.856
4419_12,53.3164779,-6.253471,170,6048.516
4419_14,53.3186137,-6.2540657,645,13803.821
4419_4,53.2776924,-6.2049041,557,14687.292
4419_32,53.3248935961718,-6.34904220246572,608,9846.129
4419_33,53.3483286,-6.2599585,185,2137.172
4419_30,53.3152561797377,-6.36665139012082,753,12102.427
4419_39,53.287255,-6.3758877,17,87.285
4419_41,53.348605,-6.2581728,889,17068.134
4419_24,53.3161317,-6.3693896,712,11676.745
4419_36,53.3484313,-6.2312048,11,135.301
4419_39,53.3474142,-6.2673511,801,13771.667
4419_47,53.3283283,-6.3367737,99,2664.04
4419_33,53.2900121124228,-6.37957531649425,892,15907.491
4419_34,53.3495629,-6.2484193,84,1288.853
4419_35,53.3484036,-6.2593559,177,2096.154
4419_6,53.2513531,-6.1569352,857,20753.231
4419_6,53.3584635,-6.2774219,44,2166.493
4419_32,53.3472902378913,-6.28135527283943,316,3586.638
4419_34,53.3477979,-6.2918051,376,4295.228
4419_30,53.3414382132633,-6.29191001740266,461,5412.077
4419_6,53.2771782,-6.2035804,565,14792.997
4419_56,53.3341038,-6.3283143,503,8354.335
4419_27,53.3423292388783,-6.29353571119179,321,3691.542
4419_39,53.3499883778682,-6.25082477412307,907,14952.625
4419_46,53.2958641,-6.3844796,125,1289.104
4419_52,53.3367311,-6.3064368,547,9841.948
4419_61,53.2845021,-6.4346435,13,215.456
4419_41,53.3369516,-6.3055671,597,12575.429
4419_48,53.284551,-6.4364539,6,94.53
4419_14,53.2689148,-6.205229,353,6265.209
4419_4,53.3609049,-6.279265,36,1868.354
4419_32,53.3160862,-6.3693034,714,11684.42
4419_36,53.3501897,-6.252109,120,1551.624
4419_12,53.3603568278002,-6.27892272902567,585,12467.89
4419_48,53.2964262,-6.3828107,192,4090.357
4419_51,53.3415896,-6.293165,637,11298.585
4419_4,53.3522739,-6.2590821,142,4089.82
4419_5,53.3277957,-6.2566011,264,3477.374
4419_32,53.3341194,-6.3281843,499,8045.598
4419_17,53.3524474,-6.2614183,961,18090.089
4419_44,53.3486917,-6.2576356,490,9632.039
4419_23,53.3156475678786,-6.36757799360878,627,10481.393
4419_17,53.2791653,-6.2095132,483,7882.944
4419_43,53.2905013,-6.3802449,67,567.677
4419_33,53.3483063,-6.2292621,2,5.168
4419_33,53.3495147428749,-6.24767878511216,79,1239.247
4419_30,53.3302281793725,-6.33183313113022,570,8764.197
4419_28,53.3473301724994,-6.26791811023934,228,2679.499
4419_25,53.2889658953871,-6.37834605261923,805,14721.676
4419_30,53.347574,-6.2836419,355,3958.513
4419_41,53.3065959,-6.3589621,291,6076.203
4419_42,53.3477556,-6.2918962,15,119.659
4419_47,53.3358472,-6.3140307,176,4523.877
4419_61,53.3433678,-6.2911443,720,14284.881
4419_9,53.2435085,-6.1436151,794,18129.081
4419_13,53.2916699,-6.2442366,560,10681.565
4419_19,53.3462120051649,-6.29162222761351,392,4472.927
4419_27,53.3322276620526,-6.32970269993757,427,6954.398
4419_6,53.3006455,-6.2505849,459,10436.516
4419_3,53.2535677,-6.1678974,412,11799.599
4419_52,53.3174801,-6.3701383,361,4887.784
4419_60,53.3173717,-6.3701009,406,7546.01
4419_31,53.3008351186101,-6.37268339179958,775,14127.865
4419_47,53.3495567243182,-6.25307366957411,514,9952.29
4419_50,53.3154798,-6.3671326,323,4557.202
4419_43,53.3386555,-6.2913855,591,10869.892
4419_25,53.3471208,-6.2789073,204,2093.876
4419_26,53.3496298,-6.2526923,41,300.915
4419_50,53.3040721,-6.3641992,217,2953.665
4419_3,53.2595877,-6.2019516,306,9325.164
4419_18,53.3708086269322,-6.29041850406901,608,13888.642
4419_52,53.3471077,-6.2769796,762,13120.058
4419_24,53.3319305,-6.3299154,526,8318.651
4419_9,53.2726573,-6.200665,485,11531.928
4419_17,53.3006398,-6.2506313,592,11788.334
4419_38,53.3496572,-6.2527353,522,9978.406
4419_60,53.2959579,-6.3851119,174,3927.537
4419_5,53.2855353,-6.2357562,370,8521.205
4419_23,53.3471517960208,-6.27989141655594,212,2159.644
4419_35,53.3498388,-6.249799,100,1389.286
4419_36,53.3473517400963,-6.26763666107985,226,2660.578
4419_38,53.3167342016366,-6.36985215100181,1,0.0
4419_40,53.2841388,-6.4287637,54,630.853
4419_51,53.3078708,-6.3592543,268,3555.303
4419_62,53.2843542,-6.4328756,29,342.014
4419_9,53.2840075,-6.2311749,379,8872.61
4419_20,53.2945418,-6.3851319,90,1721.287
4419_31,53.3430321969996,-6.29110480087801,406,4834.032
4419_39,53.3155731,-6.3674149,326,4578.717
4419_56,53.3495828,-6.2528817,872,14768.063
4419_19,53.2976836,-6.377468,807,14608.258
4419_43,53.346924,-6.2918423,697,12014.064
4419_44,53.3478668,-6.2863324,381,7686.211
4419_32,53.3495629,-6.2484193,84,1288.853
4419_1,53.2740699,-6.2039563,590,15149.553
4419_7,53.2776047340549,-6.20463866558514,430,10799.536
4419_14,53.2557885,-6.1766945,170,2901.836
4419_29,53.2980359158962,-6.37688030685077,15,185.457
4419_15,53.3397895,-6.2607668,369,8891.666
4419_15,53.3484699,-6.2597632,475,10119.362
4419_18,53.3398291,-6.2603744,376,8919.78
4419_24,53.3483434,-6.2298365,5,43.644
4419_31,53.3481083,-6.2621667,194,2286.266
4419_41,53.3429606,-6.2914459,706,14222.947
4419_27,53.3471517960208,-6.27989141655594,212,2159.644
4419_19,53.3168536,-6.3698479,701,11589.41
4419_44,53.3414819,-6.2927472,275,6463.991
4419_47,53.341558,-6.2931254,282,6491.59
4419_28,53.3477894,-6.2851499,337,3845.693
4419_24,53.2839672650646,-6.42990693267913,895,18530.822
4419_31,53.3471193405195,-6.27905068637787,300,3431.678
4419_17,53.2482123,-6.148981,71,834.896
4419_62,53.2919277,-6.402852,135,2662.146
4419_5,53.2733346,-6.2025959,476,11377.046
4419_12,53.2850958,-6.2348733,64,2202.266
4419_56,53.3082516,-6.3597182,271,3607.769
4419_33,53.2994117458191,-6.37462761004557,786,14336.13
4419_41,53.3064768,-6.3590559,288,6061.533
4419_28,53.3473064645551,-6.26824692085729,231,2701.576
4419_18,53.3521948,-6.2623502,502,10644.256
4419_36,53.3501497,-6.2518746,117,1535.335
4419_37,53.3476232,-6.2657271,214,2529.788
4419_23,53.3153750212294,-6.3668276295314,630,10540.261
4419_50,53.3479599,-6.2914316,721,12148.789
4419_1,53.33481,-6.2631499,295,6410.383
4419_15,53.3316982,-6.2594061,263,7801.951
4419_34,53.3179577,-6.3698922,685,11461.884
4419_10,53.3530703,-6.2604649,129,3907.775
4419_52,53.3426677,-6.2927991,656,11456.551
4419_23,53.2843123757403,-6.4328964478933,810,17413.689
4419_35,53.3168536,-6.3698479,701,11589.41
4419_39,53.3012035,-6.3719777,200,2343.463
4419_61,53.3387255,-6.2912317,640,13553.331
4419_25,53.347116,-6.2792367,207,2115.825
4419_17,53.3330732,-6.2625791,778,15616.544
4419_62,53.2992377468832,-6.37497959915275,215,4712.665
4419_2,53.2739216,-6.2039694,36,458.603
4419_33,53.3271338167882,-6.34157565605999,583,9289.019
4419_19,53.3483647,-6.2596365,180,2115.348
4419_19,53.3278025,-6.338827,575,9091.319
4419_17,53.3429315,-6.2579874,881,16935.653
4419_26,53.3497057,-6.2526277,38,291.411
4419_51,53.2891055,-6.378556,56,375.76
4419_35,53.3278025,-6.338827,575,9091.319
4419_36,53.3311136,-6.3307053,535,8423.891
4419_9,53.2597183,-6.2023482,591,13547.568
4419_24,53.2840211564117,-6.43120192898245,898,18617.438
4419_27,53.3473113,-6.2681664,135,1367.935
4419_60,53.342373,-6.2935828,695,14061.594
4419_33,53.3479217,-6.2915408,371,4272.051
4419_25,53.2971973,-6.3790983,725,13402.351
4419_37,53.3339675,-6.3284907,506,8072.384
4419_41,53.3426677,-6.2927991,703,14127.101
4419_52,53.3471274,-6.2773359,759,13096.227
4419_13,53.3522148,-6.2613453,958,18063.704
4419_10,53.3300659,-6.2581013,364,7112.318
4419_62,53.3082516,-6.3597182,318,6278.319
4419_14,53.2557078,-6.1763274,167,2875.724
4419_34,53.289358225863,-6.37880130171357,897,15996.718
4419_38,53.3431072,-6.2910742,310,6780.31
4419_61,53.2999184,-6.3739044,225,4816.994
4419_19,53.2975779,-6.3776898,810,14627.172
4419_23,53.2982536680503,-6.37651697550302,707,13190.291
4419_50,53.3239637,-6.3517111,429,6356.842
4419_44,53.3478207,-6.2851203,384,7767.115
4419_34,53.347030336544,-6.27492104377729,270,3155.431
4419_3,53.2421871,-6.1429099,518,14031.056
4419_30,53.3304870271677,-6.33146830856815,567,8726.424
4419_14,53.2583846,-6.1988768,247,4493.225
4419_62,53.3384894,-6.2921733,630,13484.375
4419_23,53.3343208,-6.3268744,395,6627.098
4419_37,53.3271338167882,-6.34157565605999,583,9289.019
4419_5,53.2849446,-6.2344148,373,8632.256
4419_21,53.2983734,-6.3763106,35,946.737
4419_24,53.3253361,-6.3477973,606,9749.658
4419_14,53.2769938,-6.203507,459,7411.694
4419_27,53.3471791,-6.2802225,215,2181.918
4419_18,53.2904066,-6.242529,87,2986.291
4419_30,53.2962107,-6.3836825,859,15271.639
4419_39,53.3411146,-6.2917441,615,11170.403
4419_6,53.2669503,-6.2094259,671,16332.001
4419_56,53.3189931,-6.3669342,397,5191.079
4419_19,53.3478325,-6.2643476,206,2434.996
4419_24,53.3471463,-6.2784947,294,3394.486
4419_21,53.2847063849638,-6.42256565348896,112,4467.101
4419_13,53.250087,-6.1537211,88,1214.206
4419_6,53.2551707,-6.1850028,751,18723.428
4419_8,53.2923909,-6.2451244,349,7533.961
4419_12,53.3320791,-6.2602776,276,7875.361
4419_31,53.3484313,-6.2312048,11,135.301
4419_50,53.3342017,-6.327934,509,8382.183
4419_56,53.2893652284311,-6.37886636990244,59,411.32
4419_30,53.3233279524214,-6.35335118659197,647,10398.226
4419_31,53.3352064005367,-6.31950541638472,483,7454.567
