stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8220GA00031,,Dawson,,53.34217543,-6.25801984,,,,
8220GA00059,,St. Stephen's Green,,53.339197,-6.261319,,,,
8220GA00062,,Harcourt,,53.33365091,-6.262691737,,,,
8220GA00074,,Ranelagh,,53.326145,-6.256072,,,,
8220GA00075,,Ranelagh,,53.32613194,-6.256196436,,,,
8220GA00084,,Beechwood,,53.32093174,-6.254622178,,,,
8220GA00360,,Bluebell,,53.32924,-6.333778,,,,
8220GA00366,,Drimnagh,,53.335305,-6.318256,,,,
8220GA00378,,Fatima,,53.338362,-6.292756,,,,
8220GA00381,,James's,,53.34181261,-6.293237662,,,,
8220GA00382,,James's,,53.34177775,-6.293314146,,,,
8220GA00402,,Four Courts,,53.346921,-6.273667,,,,
8220GA00408,,Abbey Street,,53.348504,-6.25845,,,,
8220GA00420,,Busáras,,53.350045,-6.251598,,,,
8220GA00434,,Spencer Dock,,53.34882534,-6.237125012,,,,
8220GA00436,,The Point,,53.34827635,-6.22918668,,,,
8220GA00441,,Dawson,,53.342162,-6.257852,,,,
8220GA00456,,Phibsborough,,53.36033055,-6.27902033,,,,
8220GA00460,,Broombridge,,53.37215461,-6.29752527,,,,
8220GA00469,,Cabra,,53.364349,-6.28192,,,,
8220GA00470,,O'Connell Upper,,53.351612,-6.261151,,,,
8220GA00478,,Dominick,,53.351245,-6.265573,,,,
8220GA00481,,Broadstone - University,,53.35411632,-6.273802469,,,,
8250GA00282,,Windy Arbour,,53.30174668,-6.250648379,,,,
8250GA00294,,Sandyford,,53.27767443,-6.204574391,,,,
8250GA00295,,Kilmacud,,53.28291052,-6.224107001,,,,
8250GA00322,,Ballyogan Wood,,53.254982,-6.184472,,,,
8250GA00325,,Carrickmines,,53.254334,-6.171624,,,,
8250GA00332,,Cherrywood,,53.245317,-6.145975,,,,
8230GA00339,,Cookstown,,53.29325763,-6.384116138,,,,
8230GA00341,,Hospital,,53.289374,-6.378766,,,,
8230GA00342,,Hospital,,53.28931333,-6.378925111,,,,
8230GA00351,,Kingswood,,53.30369079,-6.365506429,,,,
8230GA00395,,Cheeverstown,,53.29100614,-6.40649151,,,,
8230GA00412,,Citywest Campus,,53.28779976,-6.418820111,,,,
8230GA00415,,Fortunestown,,53.284178,-6.424724,,,,
8230GA00419,,Saggart,,53.284725,-6.43779,,,,
8220GA00034,,Marlborough,,53.34924487,-6.257731582,,,,
8220GA00071,,Charlemont,,53.3308339,-6.258737285,,,,
8220GA00083,,Beechwood,,53.320929,-6.25475,,,,
8220GA00275,,Cowper,,53.316398,-6.253499,,,,
