route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
4466_86742,179,4466_23797,Liffey Valley SC,104264889,1,4466_7778022_100410,4466_182
4466_86742,86,4466_23798,Liffey Valley SC,103777657,1,4466_7778022_100380,4466_181
4466_86742,190,4466_23799,Liffey Valley SC,103717657,1,4466_7778022_100380,4466_181
4466_86720,182,4466_238,Sutton Station,103932206,0,4466_7778022_103108,4466_1
4466_86724,184,4466_2380,Rockbrook,104151905,1,4466_7778022_104161,4466_36
4466_86742,180,4466_23800,Liffey Valley SC,103812119,1,4466_7778022_100490,4466_181
4466_86742,181,4466_23801,Liffey Valley SC,103822119,1,4466_7778022_100490,4466_181
4466_86742,182,4466_23802,Liffey Valley SC,103932119,1,4466_7778022_100490,4466_181
4466_86742,183,4466_23803,Liffey Valley SC,104042119,1,4466_7778022_100490,4466_181
4466_86742,184,4466_23804,Liffey Valley SC,104152119,1,4466_7778022_100490,4466_181
4466_86742,185,4466_23805,Liffey Valley SC,104312119,1,4466_7778022_100490,4466_181
4466_86742,186,4466_23806,Liffey Valley SC,104322119,1,4466_7778022_100490,4466_181
4466_86742,187,4466_23807,Liffey Valley SC,104432119,1,4466_7778022_100490,4466_181
4466_86742,188,4466_23808,Liffey Valley SC,104542119,1,4466_7778022_100490,4466_181
4466_86742,189,4466_23809,Liffey Valley SC,104652119,1,4466_7778022_100490,4466_181
4466_86724,185,4466_2381,Rockbrook,104311905,1,4466_7778022_104161,4466_36
4466_86742,179,4466_23810,Liffey Valley SC,104264919,1,4466_7778022_100400,4466_182
4466_86742,180,4466_23811,Liffey Valley SC,103812157,1,4466_7778022_100440,4466_181
4466_86742,181,4466_23812,Liffey Valley SC,103822157,1,4466_7778022_100440,4466_181
